"Sequence Name","coded_by"
"XP_020903492","XM_021047833.1:131..601"
"XP_020903491","XM_021047832.1:41..1306"
"XP_020903490","XM_021047831.1:1..1266"
"XP_020903489","XM_021047830.1:360..1667"
"XP_020903487","XM_021047828.1:149..640"
"XP_020903486","XM_021047827.1:132..1610"
"XP_020903485","XM_021047826.1:92..1024"
"XP_020903488","XM_021047829.1:270..1520"
"XP_020903484","XM_021047825.1:158..832"
"XP_020903483","XM_021047824.1:115..1296"
"XP_020903482","XM_021047823.1:81..1544"
"XP_020903481","XM_021047822.1:44..346"
"XP_020903480","XM_021047821.1:76..669"
"XP_020903479","XM_021047820.1:743..3220"
"XP_020903478","XM_021047819.1:85..2190"
"XP_020903476","XM_021047817.1:154..1506"
"XP_020903475","XM_021047816.1:101..>865"
"XP_020903474","XM_021047815.1:56..970"
"XP_020903477","XM_021047818.1:1..1182"
"XP_020903473","XM_021047814.1:65..2074"
"XP_020903472","XM_021047813.1:76..2100"
"XP_020903471","XM_021047812.1:53..943"
"XP_020903470","XM_021047811.1:13..1104"
"XP_020903469","XM_021047810.1:24..1955"
"XP_020903468","XM_021047809.1:47..673"
"XP_020903467","XM_021047808.1:47..856"
"XP_020903465","XM_021047806.1:66..1616"
"XP_020903464","XM_021047805.1:<1..318"
"XP_020903466","XM_021047807.1:11..385"
"XP_020903463","XM_021047804.1:52..579"
"XP_020903462","XM_021047803.1:1..531"
"XP_020903461","XM_021047802.1:<1..654"
"XP_020903460","XM_021047801.1:106..1458"
"XP_020903458","XM_021047799.1:998..1423"
"XP_020903457","XM_021047798.1:<1..885"
"XP_020903456","XM_021047797.1:281"
"XP_020903454","XM_021047795.1:1..993"
"XP_020903453","XM_021047794.1:136..1437"
"XP_020903452","XM_021047793.1:294..1415"
"XP_020903451","XM_021047792.1:79..2061"
"XP_020903450","XM_021047791.1:924..2504"
"XP_020903447","XM_021047788.1:1809..2300"
"XP_020903449","XM_021047790.1:132..623"
"XP_020903446","XM_021047787.1:72..1283"
"XP_020903445","XM_021047786.1:179..1789"
"XP_020903444","XM_021047785.1:153..1250"
"XP_020903443","XM_021047784.1:92..1231"
"XP_020903442","XM_021047783.1:19..1836"
"XP_020903441","XM_021047782.1:110..808"
"XP_020903439","XM_021047780.1:73..1581"
"XP_020903438","XM_021047779.1:105..938"
"XP_020903437","XM_021047778.1:62..2896"
"XP_020903436","XM_021047777.1:1..1182"
"XP_020903435","XM_021047776.1:1..552"
"XP_020903434","XM_021047775.1:1..1113"
"XP_020903432","XM_021047773.1:1..798"
"XP_020903431","XM_021047772.1:47..1921"
"XP_020903430","XM_021047771.1:68..4885"
"XP_020903433","XM_021047774.1:95..1189"
"XP_020903440","XM_021047781.1:551..1645"
"XP_020903448","XM_021047789.1:285..1379"
"XP_020903455","XM_021047796.1:114..1208"
"XP_020903429","XM_021047770.1:1..651"
"XP_020903428","XM_021047769.1:1..966"
"XP_020903427","XM_021047768.1:153..455"
"XP_020903426","XM_021047767.1:468"
"XP_020903425","XM_021047766.1:374"
"XP_020903459","XM_021047800.1:160..1839"
"XP_020903423","XM_021047764.1:414"
"XP_020903420","XM_021047761.1:42..1646"
"XP_020903421","XM_021047762.1:42..1646"
"XP_020903418","XM_021047759.1:42..1646"
"XP_020903419","XM_021047760.1:42..1646"
"XP_020903422","XM_021047763.1:183..1784"
"XP_020903417","XM_021047758.1:329..6535"
"XP_020903415","XM_021047756.1:329..6538"
"XP_020903416","XM_021047757.1:273..6482"
"XP_020903413","XM_021047754.1:1..669"
"XP_020903412","XM_021047753.1:1..468"
"XP_020903411","XM_021047752.1:16..2643"
"XP_020903410","XM_021047751.1:1..4014"
"XP_020903409","XM_021047750.1:1..1167"
"XP_020903408","XM_021047749.1:1..1236"
"XP_020903407","XM_021047748.1:104..1312"
"XP_020903402","XM_021047743.1:267..746"
"XP_020903403","XM_021047744.1:276..755"
"XP_020903404","XM_021047745.1:419..898"
"XP_020903405","XM_021047746.1:68..463"
"XP_020903401","XM_021047742.1:115..1026"
"XP_020903400","XM_021047741.1:100..1323"
"XP_020903398","XM_021047739.1:81..467"
"XP_020903397","XM_021047738.1:1..1257"
"XP_020903396","XM_021047737.1:14..1384"
"XP_020903424","XM_021047765.1:166..1269"
"XP_020903414","XM_021047755.1:166..1284"
"XP_020903406","XM_021047747.1:165..1289"
"XP_020903399","XM_021047740.1:166..1335"
"XP_020903395","XM_021047736.1:84..2129"
"XP_020903394","XM_021047735.1:84..464"
"XP_020903393","XM_021047734.1:1..2508"
"XP_020903392","XM_021047733.1:31..1563"
"XP_020903391","XM_021047732.1:451..3039"
"XP_020903390","XM_021047731.1:451..3045"
"XP_020903389","XM_021047730.1:67..756"
"XP_020903388","XM_021047729.1:166..1572"
"XP_020903386","XM_021047727.1:104..3148"
"XP_020903385","XM_021047726.1:166..843"
"XP_020903387","XM_021047728.1:16..2631"
"XP_020903382","XM_021047723.1:222..5723"
"XP_020903384","XM_021047725.1:122..5503"
"XP_020903381","XM_021047722.1:127..1110"
"XP_020903380","XM_021047721.1:133..1629"
"XP_020903379","XM_021047720.1:94..1620"
"XP_020903378","XM_021047719.1:216..3500"
"XP_020903376","XM_021047717.1:177..2126"
"XP_020903377","XM_021047718.1:177..2123"
"XP_020903374","XM_021047715.1:27..2180"
"XP_020903373","XM_021047714.1:75..767"
"XP_020903372","XM_021047713.1:887..2125"
"XP_020903371","XM_021047712.1:891..2204"
"XP_020903370","XM_021047711.1:36..626"
"XP_020903369","XM_021047710.1:1..1206"
"XP_020903366","XM_021047707.1:109..1992"
"XP_020903367","XM_021047708.1:97..1980"
"XP_020903365","XM_021047706.1:<1..561"
"XP_020903364","XM_021047705.1:126..629"
"XP_020903363","XM_021047704.1:1..2103"
"XP_020903362","XM_021047703.1:5..373"
"XP_020903361","XM_021047702.1:136..2994"
"XP_020903359","XM_021047700.1:119..1891"
"XP_020903358","XM_021047699.1:93..1073"
"XP_020903357","XM_021047698.1:176..>5458"
"XP_020903360","XM_021047701.1:102..3602"
"XP_020903368","XM_021047709.1:121..3621"
"XP_020903375","XM_021047716.1:35..3199"
"XP_020903356","XM_021047697.1:5..4453"
"XP_020903355","XM_021047696.1:60..2039"
"XP_020903354","XM_021047695.1:3..533"
"XP_020903352","XM_021047693.1:105..722"
"XP_020903353","XM_021047694.1:943..1560"
"XP_020903351","XM_021047692.1:1..780"
"XP_020903349","XM_021047690.1:120..1100"
"XP_020903350","XM_021047691.1:120..1091"
"XP_020903347","XM_021047688.1:15..785"
"XP_020903346","XM_021047687.1:52..678"
"XP_020903345","XM_021047686.1:148..2259"
"XP_020903348","XM_021047689.1:226..4557"
"XP_020903343","XM_021047684.1:18..293"
"XP_020903342","XM_021047683.1:242..3754"
"XP_020903341","XM_021047682.1:242..3778"
"XP_020903339","XM_021047680.1:112..2610"
"XP_020903340","XM_021047681.1:40..2133"
"XP_020903338","XM_021047679.1:148..3564"
"XP_020903337","XM_021047678.1:1..906"
"XP_020903335","XM_021047676.1:4..561"
"XP_020903334","XM_021047675.1:4..657"
"XP_020903333","XM_021047674.1:172..1068"
"XP_020903332","XM_021047673.1:117..911"
"XP_020903330","XM_021047671.1:58..978"
"XP_020903331","XM_021047672.1:58..978"
"XP_020903328","XM_021047669.1:27..959"
"XP_020903329","XM_021047670.1:27..959"
"XP_020903326","XM_021047667.1:14..484"
"XP_020903325","XM_021047666.1:107..952"
"XP_020903327","XM_021047668.1:91..4638"
"XP_020903336","XM_021047677.1:244..4791"
"XP_020903324","XM_021047665.1:124..1692"
"XP_020903323","XM_021047664.1:103..2160"
"XP_020903322","XM_021047663.1:7..903"
"XP_020903321","XM_021047662.1:32..1585"
"XP_020903320","XM_021047661.1:294..2042"
"XP_020903318","XM_021047659.1:69..890"
"XP_020903319","XM_021047660.1:127..948"
"XP_020903316","XM_021047657.1:59..1333"
"XP_020903315","XM_021047656.1:47..1438"
"XP_020903314","XM_021047655.1:303..1841"
"XP_020903317","XM_021047658.1:<1..1851"
"XP_020903312","XM_021047653.1:275..1984"
"XP_020903313","XM_021047654.1:245..1954"
"XP_020903311","XM_021047652.1:322..2052"
"XP_020903310","XM_021047651.1:405..1487"
"XP_020903309","XM_021047650.1:109..1197"
"XP_020903308","XM_021047649.1:150..>2925"
"XP_020903307","XM_021047648.1:99..5588"
"XP_020903344","XM_021047685.1:1..1263"
"XP_020903305","XM_021047646.1:294..983"
"XP_020903304","XM_021047645.1:378..1271"
"XP_020903303","XM_021047644.1:378..1358"
"XP_020903302","XM_021047643.1:160..843"
"XP_020903306","XM_021047647.1:87..2228"
"XP_020903299","XM_021047640.1:337..2751"
"XP_020903298","XM_021047639.1:337..2799"
"XP_020903296","XM_021047637.1:337..2802"
"XP_020903297","XM_021047638.1:669..3134"
"XP_020903301","XM_021047642.1:83..1906"
"XP_020903300","XM_021047641.1:337..2325"
"XP_020903295","XM_021047636.1:40..8190"
"XP_020903294","XM_021047635.1:1..1821"
"XP_020903292","XM_021047633.1:1..1062"
"XP_020903291","XM_021047632.1:1..1134"
"XP_020903290","XM_021047631.1:1..903"
"XP_020903293","XM_021047634.1:25..>1248"
"XP_020903289","XM_021047630.1:1..765"
"XP_020903288","XM_021047629.1:1..1098"
"XP_020903287","XM_021047628.1:1..1080"
"XP_020903286","XM_021047627.1:1..993"
"XP_020903285","XM_021047626.1:1..570"
"XP_020903284","XM_021047625.1:1..957"
"XP_020903283","XM_021047624.1:1..918"
"XP_020903281","XM_021047622.1:9..1073"
"XP_020903280","XM_021047621.1:1..2586"
"XP_020903279","XM_021047620.1:107..646"
"XP_020903282","XM_021047623.1:54..1034"
"XP_020903278","XM_021047619.1:1..>753"
"XP_020903277","XM_021047618.1:839"
"XP_020903276","XM_021047617.1:330..13544"
"XP_020903274","XM_021047615.1:222..1196"
"XP_020903273","XM_021047614.1:95..1138"
"XP_020903272","XM_021047613.1:57..1337"
"XP_020903275","XM_021047616.1:1..900"
"XP_020903271","XM_021047612.1:80..>2164"
"XP_020903270","XM_021047611.1:171..992"
"XP_020903269","XM_021047610.1:57..1169"
"XP_020903268","XM_021047609.1:57..1169"
"XP_020903267","XM_021047608.1:76..735"
"XP_020903265","XM_021047606.1:3..1445"
"XP_020903266","XM_021047607.1:166..1575"
"XP_020903264","XM_021047605.1:90..2354"
"XP_020903260","XM_021047601.1:583..1620"
"XP_020903261","XM_021047602.1:793..1830"
"XP_020903262","XM_021047603.1:743..1780"
"XP_020903263","XM_021047604.1:575..1612"
"XP_020903259","XM_021047600.1:612..1652"
"XP_020903258","XM_021047599.1:72..2894"
"XP_020903257","XM_021047598.1:136..618"
"XP_020903256","XM_021047597.1:1..675"
"XP_020903255","XM_021047596.1:1..804"
"XP_020903254","XM_021047595.1:1..4263"
"XP_020903253","XM_021047594.1:1..618"
"XP_020903251","XM_021047592.1:1..738"
"XP_020903250","XM_021047591.1:248..>1090"
"XP_020903249","XM_021047590.1:859"
"XP_020903252","XM_021047593.1:100..>772"
"XP_020903248","XM_021047589.1:20..670"
"XP_020903246","XM_021047587.1:195..5435"
"XP_020903247","XM_021047588.1:185..5425"
"XP_020903245","XM_021047586.1:1..903"
"XP_020903244","XM_021047585.1:1..1020"
"XP_020903243","XM_021047584.1:1..954"
"XP_020903242","XM_021047583.1:1..1464"
"XP_020903240","XM_021047581.1:1..888"
"XP_020903239","XM_021047580.1:31..3090"
"XP_020903238","XM_021047579.1:1..1296"
"XP_020903241","XM_021047582.1:56..490"
"XP_020903237","XM_021047578.1:73..981"
"XP_020903236","XM_021047577.1:963..1829"
"XP_020903234","XM_021047575.1:231..2288"
"XP_020903235","XM_021047576.1:231..2270"
"XP_020903231","XM_021047572.1:121..2280"
"XP_020903232","XM_021047573.1:121..2259"
"XP_020903230","XM_021047571.1:330..1301"
"XP_020903228","XM_021047569.1:5..1246"
"XP_020903227","XM_021047568.1:404..1327"
"XP_020903229","XM_021047570.1:303..2171"
"XP_020903226","XM_021047567.1:102..1058"
"XP_020903225","XM_021047566.1:178..1506"
"XP_020903222","XM_021047563.1:1382..2809"
"XP_020903223","XM_021047564.1:316..1743"
"XP_020903224","XM_021047565.1:328..1755"
"XP_020903220","XM_021047561.1:64..1497"
"XP_020903221","XM_021047562.1:2034..3323"
"XP_020903217","XM_021047558.1:110..1546"
"XP_020903218","XM_021047559.1:283..1719"
"XP_020903219","XM_021047560.1:119..1555"
"XP_020903214","XM_021047555.1:70..1689"
"XP_020903215","XM_021047556.1:116..1522"
"XP_020903216","XM_021047557.1:72..1478"
"XP_020903212","XM_021047553.1:111..1058"
"XP_020903210","XM_021047551.1:221..3097"
"XP_020903211","XM_021047552.1:129..2591"
"XP_020903213","XM_021047554.1:136..501"
"XP_020903209","XM_021047550.1:67..654"
"XP_020903208","XM_021047549.1:30..647"
"XP_020903207","XM_021047548.1:48..716"
"XP_020903206","XM_021047547.1:69..749"
"XP_020903205","XM_021047546.1:1638..2741"
"XP_020903202","XM_021047543.1:10..2373"
"XP_020903203","XM_021047544.1:10..2370"
"XP_020903204","XM_021047545.1:213..1934"
"XP_020903200","XM_021047541.1:107..424"
"XP_020903199","XM_021047540.1:94..1329"
"XP_020903198","XM_021047539.1:108..2360"
"XP_020903201","XM_021047542.1:249..1187"
"XP_020903233","XM_021047574.1:92..1420"
"XP_020903197","XM_021047538.1:1..>995"
"XP_020903196","XM_021047537.1:1..>1440"
"XP_020903195","XM_021047536.1:1645"
"XP_020903194","XM_021047535.1:24..590"
"XP_020903193","XM_021047534.1:106..669"
"XP_020903192","XM_021047533.1:15..953"
"XP_020903191","XM_021047532.1:626..2887"
"XP_020903190","XM_021047531.1:34..1056"
"XP_020903189","XM_021047530.1:1..1236"
"XP_020903188","XM_021047529.1:1..1464"
"XP_020903187","XM_021047528.1:65..700"
"XP_020903186","XM_021047527.1:212..2491"
"XP_020903185","XM_021047526.1:1..555"
"XP_020903183","XM_021047524.1:3..1457"
"XP_020903182","XM_021047523.1:1..3912"
"XP_020903184","XM_021047525.1:1..2109"
"XP_020903181","XM_021047522.1:6..926"
"XP_020903180","XM_021047521.1:93..1655"
"XP_020903179","XM_021047520.1:5..1210"
"XP_020903178","XM_021047519.1:7..537"
"XP_020903177","XM_021047518.1:196..723"
"XP_020903176","XM_021047517.1:14..>358"
"XP_020903175","XM_021047516.1:164..1276"
"XP_020903173","XM_021047514.1:1..1932"
"XP_020903172","XM_021047513.1:1..1269"
"XP_020903171","XM_021047512.1:1..516"
"XP_020903174","XM_021047515.1:523..1740"
"XP_020903170","XM_021047511.1:1..855"
"XP_020903169","XM_021047510.1:1..1029"
"XP_020903168","XM_021047509.1:1..858"
"XP_020903167","XM_021047508.1:77..3553"
"XP_020903166","XM_021047507.1:98..1204"
"XP_020903165","XM_021047506.1:1..654"
"XP_020903164","XM_021047505.1:405..7949"
"XP_020903162","XM_021047503.1:314..739"
"XP_020903161","XM_021047502.1:1..1278"
"XP_020903160","XM_021047501.1:1..1578"
"XP_020903163","XM_021047504.1:32..2047"
"XP_020903159","XM_021047500.1:1..951"
"XP_020903158","XM_021047499.1:1..1017"
"XP_020903157","XM_021047498.1:1..660"
"XP_020903156","XM_021047497.1:1..798"
"XP_020903155","XM_021047496.1:239..3757"
"XP_020903154","XM_021047495.1:221..883"
"XP_020903152","XM_021047493.1:26..844"
"XP_020903153","XM_021047494.1:26..841"
"XP_020903150","XM_021047491.1:30..1820"
"XP_020903148","XM_021047489.1:125..1597"
"XP_020903149","XM_021047490.1:75..1547"
"XP_020903147","XM_021047488.1:52..1083"
"XP_020903144","XM_021047485.1:767..1108"
"XP_020903146","XM_021047487.1:510..851"
"XP_020903143","XM_021047484.1:90..764"
"XP_020903142","XM_021047483.1:4..2088"
"XP_020903141","XM_021047482.1:75..1769"
"XP_020903140","XM_021047481.1:174..2588"
"XP_020903138","XM_021047479.1:146..3880"
"XP_020903139","XM_021047480.1:146..3880"
"XP_020903136","XM_021047477.1:41..1519"
"XP_020903135","XM_021047476.1:25..426"
"XP_020903134","XM_021047475.1:184..1389"
"XP_020903133","XM_021047474.1:145..1854"
"XP_020903132","XM_021047473.1:59..3367"
"XP_020903131","XM_021047472.1:188..1135"
"XP_020903129","XM_021047470.1:11..319"
"XP_020903128","XM_021047469.1:233..1201"
"XP_020903127","XM_021047468.1:46..813"
"XP_020903126","XM_021047467.1:142..696"
"XP_020903124","XM_021047465.1:93..1604"
"XP_020903123","XM_021047464.1:501..1136"
"XP_020903122","XM_021047463.1:120..386"
"XP_020903120","XM_021047461.1:232..1275"
"XP_020903119","XM_021047460.1:151..2019"
"XP_020903118","XM_021047459.1:85..2592"
"XP_020903117","XM_021047458.1:179..4699"
"XP_020903116","XM_021047457.1:307..795"
"XP_020903115","XM_021047456.1:<1..531"
"XP_020903113","XM_021047454.1:447"
"XP_020903111","XM_021047452.1:142..2001"
"XP_020903112","XM_021047453.1:10..1869"
"XP_020903114","XM_021047455.1:528..3173"
"XP_020903121","XM_021047462.1:497..3142"
"XP_020903130","XM_021047471.1:453..3098"
"XP_020903137","XM_021047478.1:183..2828"
"XP_020903145","XM_021047486.1:209..2854"
"XP_020903151","XM_021047492.1:119..2764"
"XP_020903110","XM_021047451.1:136..2424"
"XP_020903109","XM_021047450.1:136..2526"
"XP_020903108","XM_021047449.1:1..1122"
"XP_020903107","XM_021047448.1:1..1254"
"XP_020903106","XM_021047447.1:1..879"
"XP_020903105","XM_021047446.1:1..840"
"XP_020903104","XM_021047445.1:106..9432"
"XP_020903100","XM_021047441.1:884..1837"
"XP_020903101","XM_021047442.1:432..1385"
"XP_020903102","XM_021047443.1:451..1404"
"XP_020903103","XM_021047444.1:99..824"
"XP_020903098","XM_021047439.1:18..1487"
"XP_020903099","XM_021047440.1:370..1833"
"XP_020903097","XM_021047438.1:21..1364"
"XP_020903096","XM_021047437.1:422..1612"
"XP_020903095","XM_021047436.1:7..423"
"XP_020903094","XM_021047435.1:139..819"
"XP_020903093","XM_021047434.1:131..529"
"XP_020903088","XM_021047429.1:7..1947"
"XP_020903089","XM_021047430.1:136..2025"
"XP_020903091","XM_021047432.1:220..2109"
"XP_020903092","XM_021047433.1:81..1970"
"XP_020903087","XM_021047428.1:432..1544"
"XP_020903090","XM_021047431.1:1..903"
"XP_020903125","XM_021047466.1:1..2259"
"XP_020903086","XM_021047427.1:58..384"
"XP_020903085","XM_021047426.1:7..1269"
"XP_020903084","XM_021047425.1:45..1379"
"XP_020903083","XM_021047424.1:70..1380"
"XP_020903082","XM_021047423.1:86..1084"
"XP_020903081","XM_021047422.1:1438..2607"
"XP_020903080","XM_021047421.1:105..959"
"XP_020903078","XM_021047419.1:101..1405"
"XP_020903077","XM_021047418.1:510..1925"
"XP_020903076","XM_021047417.1:1..1896"
"XP_020903079","XM_021047420.1:214..2103"
"XP_020903074","XM_021047415.1:198..2762"
"XP_020903075","XM_021047416.1:157..2025"
"XP_020903073","XM_021047414.1:80..688"
"XP_020903072","XM_021047413.1:1..612"
"XP_020903070","XM_021047411.1:95..1222"
"XP_020903071","XM_021047412.1:102..1172"
"XP_020903069","XM_021047410.1:254..1561"
"XP_020903068","XM_021047409.1:70..1371"
"XP_020903066","XM_021047407.1:97..1386"
"XP_020903065","XM_021047406.1:97..1728"
"XP_020903064","XM_021047405.1:1122"
"XP_020903067","XM_021047408.1:105..854"
"XP_020903063","XM_021047404.1:1..>1546"
"XP_020903062","XM_021047403.1:143..595"
"XP_020903061","XM_021047402.1:465..1007"
"XP_020903060","XM_021047401.1:955..>2142"
"XP_020903059","XM_021047400.1:167..1408"
"XP_020903058","XM_021047399.1:577..1248"
"XP_020903057","XM_021047398.1:95..1702"
"XP_020903056","XM_021047397.1:93..2915"
"XP_020903055","XM_021047396.1:101..1390"
"XP_020903054","XM_021047395.1:22..1443"
"XP_020903052","XM_021047393.1:83..1909"
"XP_020903051","XM_021047392.1:25..14856"
"XP_020903053","XM_021047394.1:27..671"
"XP_020903047","XM_021047388.1:73..1329"
"XP_020903046","XM_021047387.1:73..1332"
"XP_020903049","XM_021047390.1:72..1277"
"XP_020903045","XM_021047386.1:73..1338"
"XP_020903048","XM_021047389.1:71..1288"
"XP_020903044","XM_021047385.1:72..1349"
"XP_020903050","XM_021047391.1:73..1251"
"XP_020903043","XM_021047384.1:<1..864"
"XP_020903042","XM_021047383.1:1..966"
"XP_020903040","XM_021047381.1:1..5709"
"XP_020903039","XM_021047380.1:1..618"
"XP_020903038","XM_021047379.1:1..939"
"XP_020903041","XM_021047382.1:98..883"
"XP_020903037","XM_021047378.1:1..1191"
"XP_020903036","XM_021047377.1:<1..1368"
"XP_020903035","XM_021047376.1:1..711"
"XP_020903034","XM_021047375.1:70..2553"
"XP_020903033","XM_021047374.1:25..261"
"XP_020903032","XM_021047373.1:411"
"XP_020903030","XM_021047371.1:13..1026"
"XP_020903028","XM_021047369.1:40..609"
"XP_020903029","XM_021047370.1:40..492"
"XP_020903031","XM_021047372.1:92..769"
"XP_020903027","XM_021047368.1:293..856"
"XP_020903026","XM_021047367.1:108..>913"
"XP_020903025","XM_021047366.1:1..1287"
"XP_020903024","XM_021047365.1:21..1631"
"XP_020903023","XM_021047364.1:9..1214"
"XP_020903022","XM_021047363.1:91..822"
"XP_020903020","XM_021047361.1:57..671"
"XP_020903019","XM_021047360.1:1..564"
"XP_020903018","XM_021047359.1:1..579"
"XP_020903021","XM_021047362.1:103..405"
"XP_020903017","XM_021047358.1:1..564"
"XP_020903016","XM_021047357.1:149..1573"
"XP_020903015","XM_021047356.1:170..688"
"XP_020903014","XM_021047355.1:14..3349"
"XP_020903383","XM_021047724.1:67..3387"
"XP_020904116","XM_021048457.1:67..3330"
"XP_020903012","XM_021047353.1:1..1746"
"XP_020903011","XM_021047352.1:1..1152"
"XP_020903010","XM_021047351.1:1..1899"
"XP_020903008","XM_021047349.1:15..779"
"XP_020903007","XM_021047348.1:123..539"
"XP_020903006","XM_021047347.1:1..975"
"XP_020903009","XM_021047350.1:145..471"
"XP_020903005","XM_021047346.1:1..1077"
"XP_020903004","XM_021047345.1:127..933"
"XP_020903003","XM_021047344.1:60..929"
"XP_020903002","XM_021047343.1:54..1043"
"XP_020903001","XM_021047342.1:21..881"
"XP_020903000","XM_021047341.1:183..1160"
"XP_020902998","XM_021047339.1:7..1140"
"XP_020902997","XM_021047338.1:1..1605"
"XP_020902999","XM_021047340.1:87..1712"
"XP_020902996","XM_021047337.1:31..1146"
"XP_020902995","XM_021047336.1:75..1664"
"XP_020902994","XM_021047335.1:61..516"
"XP_020902993","XM_021047334.1:32..880"
"XP_020902992","XM_021047333.1:61..912"
"XP_020902991","XM_021047332.1:66..1022"
"XP_020902990","XM_021047331.1:66..1022"
"XP_020902989","XM_021047330.1:90..944"
"XP_020902988","XM_021047329.1:45..278"
"XP_020902982","XM_021047323.1:113..3412"
"XP_020902985","XM_021047326.1:113..3343"
"XP_020902983","XM_021047324.1:113..3406"
"XP_020902986","XM_021047327.1:113..3337"
"XP_020902984","XM_021047325.1:113..3391"
"XP_020902987","XM_021047328.1:113..3262"
"XP_020902981","XM_021047322.1:100..483"
"XP_020902980","XM_021047321.1:38..619"
"XP_020902979","XM_021047320.1:24..665"
"XP_020902978","XM_021047319.1:66..1418"
"XP_020902977","XM_021047318.1:1..1644"
"XP_020903013","XM_021047354.1:115..3063"
"XP_020902975","XM_021047316.1:126..2315"
"XP_020902974","XM_021047315.1:1..3954"
"XP_020902973","XM_021047314.1:13..1530"
"XP_020902976","XM_021047317.1:127..5832"
"XP_020902972","XM_021047313.1:149..1201"
"XP_020902971","XM_021047312.1:7..2856"
"XP_020902970","XM_021047311.1:1240..2970"
"XP_020902969","XM_021047310.1:235..1830"
"XP_020902968","XM_021047309.1:38..1642"
"XP_020902967","XM_021047308.1:1..1701"
"XP_020902966","XM_021047307.1:1..744"
"XP_020902964","XM_021047305.1:150..1670"
"XP_020902963","XM_021047304.1:169..591"
"XP_020902962","XM_021047303.1:1..525"
"XP_020902965","XM_021047306.1:97..1704"
"XP_020902961","XM_021047302.1:145..>1173"
"XP_020902960","XM_021047301.1:192..650"
"XP_020902959","XM_021047300.1:192..689"
"XP_020902958","XM_021047299.1:143..1585"
"XP_020902957","XM_021047298.1:61..1074"
"XP_020902956","XM_021047297.1:683..1225"
"XP_020902954","XM_021047295.1:1..642"
"XP_020902953","XM_021047294.1:1..753"
"XP_020902952","XM_021047293.1:1..951"
"XP_020902951","XM_021047292.1:16..1236"
"XP_020902949","XM_021047290.1:180..>775"
"XP_020902948","XM_021047289.1:338..3724"
"XP_020902946","XM_021047287.1:1040..5032"
"XP_020902947","XM_021047288.1:378..4280"
"XP_020902945","XM_021047286.1:15..749"
"XP_020902944","XM_021047285.1:15..785"
"XP_020902942","XM_021047283.1:1132..2160"
"XP_020902941","XM_021047282.1:191..1810"
"XP_020902940","XM_021047281.1:107..2137"
"XP_020902943","XM_021047284.1:153..6470"
"XP_020902955","XM_021047296.1:153..6413"
"XP_020902950","XM_021047291.1:175..6480"
"XP_020902939","XM_021047280.1:1..1050"
"XP_020902938","XM_021047279.1:1..522"
"XP_020902937","XM_021047278.1:1..1461"
"XP_020902936","XM_021047277.1:1..2022"
"XP_020902935","XM_021047276.1:237..3281"
"XP_020902934","XM_021047275.1:1..501"
"XP_020902932","XM_021047273.1:132..911"
"XP_020902933","XM_021047274.1:47..772"
"XP_020902930","XM_021047271.1:216..3590"
"XP_020902931","XM_021047272.1:119..1771"
"XP_020902929","XM_021047270.1:10..360"
"XP_020902928","XM_021047269.1:52..1899"
"XP_020902927","XM_021047268.1:103..432"
"XP_020902926","XM_021047267.1:414..2396"
"XP_020902925","XM_021047266.1:108..1943"
"XP_020902924","XM_021047265.1:13..1470"
"XP_020902922","XM_021047263.1:134..6277"
"XP_020902921","XM_021047262.1:1..1080"
"XP_020902920","XM_021047261.1:1..744"
"XP_020902923","XM_021047264.1:92..769"
"XP_020902919","XM_021047260.1:1..1389"
"XP_020902918","XM_021047259.1:1..2718"
"XP_020902917","XM_021047258.1:1..1671"
"XP_020902915","XM_021047256.1:107..3865"
"XP_020902916","XM_021047257.1:107..3829"
"XP_020902914","XM_021047255.1:549"
"XP_020902912","XM_021047253.1:1..1185"
"XP_020902911","XM_021047252.1:1..1170"
"XP_020902913","XM_021047254.1:6..4403"
"XP_020902909","XM_021047250.1:1..1302"
"XP_020902908","XM_021047249.1:259..3225"
"XP_020902907","XM_021047248.1:274..3057"
"XP_020902906","XM_021047247.1:1..489"
"XP_020902905","XM_021047246.1:31..2016"
"XP_020902904","XM_021047245.1:174..>809"
"XP_020902903","XM_021047244.1:1..1836"
"XP_020902901","XM_021047242.1:227..547"
"XP_020902900","XM_021047241.1:33..1166"
"XP_020902899","XM_021047240.1:214..2349"
"XP_020902902","XM_021047243.1:193..552"
"XP_020902898","XM_021047239.1:70..1428"
"XP_020902897","XM_021047238.1:86..1423"
"XP_020902896","XM_021047237.1:230..835"
"XP_020902895","XM_021047236.1:34..1110"
"XP_020902894","XM_021047235.1:80..1009"
"XP_020902893","XM_021047234.1:33..1064"
"XP_020902892","XM_021047233.1:219..1220"
"XP_020902890","XM_021047231.1:65..829"
"XP_020902889","XM_021047230.1:31..702"
"XP_020902888","XM_021047229.1:31..1053"
"XP_020902891","XM_021047232.1:61..1068"
"XP_020902887","XM_021047228.1:306..1022"
"XP_020902886","XM_021047227.1:139..3987"
"XP_020902885","XM_021047226.1:434..4282"
"XP_020902883","XM_021047224.1:1..1749"
"XP_020902884","XM_021047225.1:1..1749"
"XP_020902882","XM_021047223.1:110..1615"
"XP_020902880","XM_021047221.1:261..914"
"XP_020902881","XM_021047222.1:107..760"
"XP_020902878","XM_021047219.1:106..3210"
"XP_020902879","XM_021047220.1:7..885"
"XP_020902877","XM_021047218.1:697..1143"
